,Dis Oxygen Sat.DOsat@VallecitosCreek_PalizaCG,Dis Oxygen Sat.DOsat@VallecitosCreek_PalizaCG,Dis Oxygen Sat.DOsat@VallecitosCreek_PalizaCG,Dis Oxygen Sat.DOsat@VallecitosCreek_PalizaCG,O2 (Dis).DO@VallecitosCreek_PalizaCG,O2 (Dis).DO@VallecitosCreek_PalizaCG,O2 (Dis).DO@VallecitosCreek_PalizaCG,O2 (Dis).DO@VallecitosCreek_PalizaCG,PH Voltage.pH_1@VallecitosCreek_PalizaCG,PH Voltage.pH_1@VallecitosCreek_PalizaCG,PH Voltage.pH_1@VallecitosCreek_PalizaCG,PH Voltage.pH_1@VallecitosCreek_PalizaCG,pH.pH@VallecitosCreek_PalizaCG,pH.pH@VallecitosCreek_PalizaCG,pH.pH@VallecitosCreek_PalizaCG,pH.pH@VallecitosCreek_PalizaCG,Sp Cond.SpCond@VallecitosCreek_PalizaCG,Sp Cond.SpCond@VallecitosCreek_PalizaCG,Sp Cond.SpCond@VallecitosCreek_PalizaCG,Sp Cond.SpCond@VallecitosCreek_PalizaCG,Turbidity.Turbidity@VallecitosCreek_PalizaCG,Turbidity.Turbidity@VallecitosCreek_PalizaCG,Turbidity.Turbidity@VallecitosCreek_PalizaCG,Turbidity.Turbidity@VallecitosCreek_PalizaCG,Water Temp.Temp@VallecitosCreek_PalizaCG,Water Temp.Temp@VallecitosCreek_PalizaCG,Water Temp.Temp@VallecitosCreek_PalizaCG,Water Temp.Temp@VallecitosCreek_PalizaCG
07/26/2011 21:30:00,67.9,,,1,6.07,,,1,-79,,,1,8.05,,,1,162,,,1,-2.3,,,1,20.83,,,1
07/26/2011 21:45:00,68,,,1,6.08,,,1,-79.2,,,1,8.05,,,1,162,,,1,-2.3,,,1,20.8,,,1
07/26/2011 22:00:00,67.9,,,1,6.08,,,1,-79.3,,,1,8.06,,,1,162,,,1,-2.3,,,1,20.77,,,1
07/26/2011 22:15:00,68,,,1,6.09,,,1,-79.3,,,1,8.06,,,1,163,,,1,-2.4,,,1,20.74,,,1
07/26/2011 22:30:00,68,,,1,6.09,,,1,-79.3,,,1,8.06,,,1,163,,,1,-2.3,,,1,20.72,,,1
07/26/2011 22:45:00,68,,,1,6.1,,,1,-79.2,,,1,8.05,,,1,163,,,1,-2.2,,,1,20.71,,,1
07/26/2011 23:00:00,68,,,1,6.09,,,1,-79.2,,,1,8.05,,,1,163,,,1,-2.2,,,1,20.7,,,1
07/26/2011 23:15:00,68,,,1,6.1,,,1,-79,,,1,8.05,,,1,164,,,1,-2.2,,,1,20.69,,,1
07/26/2011 23:30:00,68,,,1,6.1,,,1,-79,,,1,8.05,,,1,164,,,1,-2.4,,,1,20.67,,,1
07/26/2011 23:45:00,68,,,1,6.1,,,1,-78.9,,,1,8.05,,,1,164,,,1,-2.2,,,1,20.65,,,1
07/27/2011 00:00:00,68,,,1,6.1,,,1,-78.9,,,1,8.05,,,1,164,,,1,-2.3,,,1,20.63,,,1
07/27/2011 00:15:00,68,,,1,6.1,,,1,-78.9,,,1,8.05,,,1,164,,,1,-2.3,,,1,20.61,,,1
07/27/2011 00:30:00,68,,,1,6.11,,,1,-79,,,1,8.05,,,1,165,,,1,-2.3,,,1,20.58,,,1
07/27/2011 00:45:00,68,,,1,6.12,,,1,-79,,,1,8.05,,,1,164,,,1,-2.3,,,1,20.56,,,1
07/27/2011 01:00:00,68.1,,,1,6.12,,,1,-79.1,,,1,8.05,,,1,165,,,1,-2.2,,,1,20.54,,,1
07/27/2011 01:15:00,68,,,1,6.12,,,1,-79.1,,,1,8.05,,,1,164,,,1,-2.2,,,1,20.52,,,1
07/27/2011 01:30:00,68.1,,,1,6.13,,,1,-79,,,1,8.05,,,1,165,,,1,-2.2,,,1,20.5,,,1
07/27/2011 01:45:00,68.1,,,1,6.13,,,1,-79.2,,,1,8.05,,,1,165,,,1,-2.2,,,1,20.49,,,1
07/27/2011 02:00:00,68.1,,,1,6.13,,,1,-79.2,,,1,8.05,,,1,165,,,1,-2.4,,,1,20.47,,,1
07/27/2011 02:15:00,68.1,,,1,6.13,,,1,-79.2,,,1,8.06,,,1,165,,,1,-2.3,,,1,20.45,,,1
07/27/2011 02:30:00,68.1,,,1,6.14,,,1,-79.3,,,1,8.06,,,1,165,,,1,-2.4,,,1,20.42,,,1
07/27/2011 02:45:00,68.1,,,1,6.14,,,1,-79.4,,,1,8.06,,,1,165,,,1,-2.3,,,1,20.4,,,1
07/27/2011 03:00:00,68.1,,,1,6.14,,,1,-79.3,,,1,8.06,,,1,165,,,1,-2.3,,,1,20.37,,,1
07/27/2011 03:15:00,68.1,,,1,6.15,,,1,-79.4,,,1,8.06,,,1,165,,,1,-2.2,,,1,20.35,,,1
07/27/2011 03:30:00,68.1,,,1,6.15,,,1,-79.3,,,1,8.06,,,1,165,,,1,-2.1,,,1,20.33,,,1
07/27/2011 03:45:00,68.1,,,1,6.16,,,1,-79.4,,,1,8.06,,,1,165,,,1,-2.2,,,1,20.31,,,1
07/27/2011 04:00:00,68.2,,,1,6.16,,,1,-79.4,,,1,8.06,,,1,165,,,1,-2.3,,,1,20.29,,,1
07/27/2011 04:15:00,68.2,,,1,6.16,,,1,-79.5,,,1,8.06,,,1,165,,,1,-2.1,,,1,20.27,,,1
07/27/2011 04:30:00,68.2,,,1,6.16,,,1,-79.4,,,1,8.06,,,1,165,,,1,-2.3,,,1,20.25,,,1
07/27/2011 04:45:00,68.2,,,1,6.17,,,1,-79.4,,,1,8.06,,,1,165,,,1,-2.4,,,1,20.23,,,1
07/27/2011 05:00:00,68.2,,,1,6.17,,,1,-79.3,,,1,8.06,,,1,165,,,1,-2.3,,,1,20.21,,,1
07/27/2011 05:15:00,68.2,,,1,6.17,,,1,-79.5,,,1,8.06,,,1,165,,,1,-2.2,,,1,20.19,,,1
07/27/2011 05:30:00,68.2,,,1,6.18,,,1,-79.5,,,1,8.06,,,1,165,,,1,-2.3,,,1,20.18,,,1
07/27/2011 05:45:00,68.2,,,1,6.18,,,1,-79.5,,,1,8.06,,,1,166,,,1,-2.3,,,1,20.16,,,1
07/27/2011 06:00:00,68.2,,,1,6.18,,,1,-79.5,,,1,8.06,,,1,166,,,1,-2.2,,,1,20.14,,,1
07/27/2011 06:15:00,68.3,,,1,6.19,,,1,-79.6,,,1,8.06,,,1,166,,,1,-2.2,,,1,20.13,,,1
07/27/2011 06:30:00,68.3,,,1,6.19,,,1,-79.7,,,1,8.06,,,1,166,,,1,-2.3,,,1,20.12,,,1
07/27/2011 06:45:00,68.4,,,1,6.2,,,1,-79.7,,,1,8.06,,,1,166,,,1,-2.4,,,1,20.11,,,1
07/27/2011 07:00:00,68.4,,,1,6.2,,,1,-79.7,,,1,8.07,,,1,165,,,1,-2.4,,,1,20.1,,,1
07/27/2011 07:15:00,68.4,,,1,6.21,,,1,-79.7,,,1,8.07,,,1,166,,,1,-2.2,,,1,20.1,,,1
07/27/2011 07:30:00,68.5,,,1,6.21,,,1,-79.8,,,1,8.07,,,1,166,,,1,-2.4,,,1,20.11,,,1
07/27/2011 07:45:00,68.5,,,1,6.21,,,1,-79.9,,,1,8.07,,,1,166,,,1,-2.3,,,1,20.11,,,1
07/27/2011 08:00:00,68.5,,,1,6.21,,,1,-79.8,,,1,8.07,,,1,166,,,1,-2.4,,,1,20.12,,,1
07/27/2011 08:15:00,68.7,,,1,6.22,,,1,-80,,,1,8.07,,,1,166,,,1,-2.4,,,1,20.15,,,1
07/27/2011 08:30:00,68.7,,,1,6.22,,,1,-80,,,1,8.07,,,1,166,,,1,-2.4,,,1,20.19,,,1
07/27/2011 08:45:00,68.7,,,1,6.21,,,1,-80,,,1,8.07,,,1,166,,,1,-2.2,,,1,20.26,,,1
07/27/2011 09:00:00,68.8,,,1,6.21,,,1,-80.3,,,1,8.07,,,1,166,,,1,-2.3,,,1,20.33,,,1
07/27/2011 09:15:00,69,,,1,6.22,,,1,-80.5,,,1,8.08,,,1,165,,,1,-2.4,,,1,20.4,,,1
07/27/2011 09:30:00,69,,,1,6.22,,,1,-80.7,,,1,8.08,,,1,166,,,1,-2.2,,,1,20.47,,,1
07/27/2011 09:45:00,69.1,,,1,6.21,,,1,-80.8,,,1,8.08,,,1,165,,,1,-2.3,,,1,20.55,,,1
07/27/2011 10:00:00,69,,,1,6.2,,,1,-80.9,,,1,8.08,,,1,165,,,1,-2.4,,,1,20.6,,,1
07/27/2011 10:15:00,69.1,,,1,6.2,,,1,-81.1,,,1,8.09,,,1,164,,,1,-2.3,,,1,20.66,,,1
07/27/2011 10:30:00,69.1,,,1,6.2,,,1,-81.3,,,1,8.09,,,1,165,,,1,-2.2,,,1,20.71,,,1
07/27/2011 10:45:00,69.3,,,1,6.2,,,1,-81.4,,,1,8.09,,,1,164,,,1,-2.4,,,1,20.75,,,1
07/27/2011 11:00:00,69.6,,,1,6.23,,,1,-81.8,,,1,8.1,,,1,163,,,1,-2.3,,,1,20.8,,,1
07/27/2011 11:15:00,69.9,,,1,6.24,,,1,-82.3,,,1,8.11,,,1,163,,,1,-2.4,,,1,20.87,,,1
07/27/2011 11:30:00,69.8,,,1,6.23,,,1,-82.5,,,1,8.11,,,1,162,,,1,-2.4,,,1,20.92,,,1
07/27/2011 11:45:00,70,,,1,6.24,,,1,-82.9,,,1,8.12,,,1,162,,,1,-2.4,,,1,21.01,,,1
07/27/2011 12:00:00,70.3,,,1,6.25,,,1,-83.5,,,1,8.13,,,1,161,,,1,-2.4,,,1,21.13,,,1
07/27/2011 12:15:00,70.3,,,1,6.24,,,1,-83.7,,,1,8.13,,,1,160,,,1,-2.4,,,1,21.21,,,1
07/27/2011 12:30:00,70.3,,,1,6.23,,,1,-83.7,,,1,8.13,,,1,159,,,1,-2.4,,,1,21.27,,,1
07/27/2011 12:45:00,70.5,,,1,6.24,,,1,-84,,,1,8.14,,,1,160,,,1,-2.4,,,1,21.34,,,1
07/27/2011 13:00:00,70.2,,,1,6.21,,,1,-84,,,1,8.14,,,1,158,,,1,-2.4,,,1,21.37,,,1
07/27/2011 13:15:00,70,,,1,6.2,,,1,-84,,,1,8.14,,,1,158,,,1,-2.3,,,1,21.33,,,1
07/27/2011 13:30:00,70.2,,,1,6.22,,,1,-83.8,,,1,8.13,,,1,158,,,1,-2.4,,,1,21.3,,,1
07/27/2011 13:45:00,70.6,,,1,6.25,,,1,-84.4,,,1,8.14,,,1,157,,,1,-2.2,,,1,21.36,,,1
07/27/2011 14:00:00,71.1,,,1,6.27,,,1,-85,,,1,8.15,,,1,157,,,1,-2.4,,,1,21.53,,,1
07/27/2011 14:15:00,71.7,,,1,6.3,,,1,-86.1,,,1,8.17,,,1,156,,,1,-2.2,,,1,21.79,,,1
07/27/2011 14:30:00,71.6,,,1,6.28,,,1,-86.2,,,1,8.17,,,1,156,,,1,-2.4,,,1,21.84,,,1
07/27/2011 14:45:00,71.5,,,1,6.26,,,1,-86.2,,,1,8.17,,,1,156,,,1,-2.1,,,1,21.91,,,1
07/27/2011 15:00:00,71.1,,,1,6.23,,,1,-85.8,,,1,8.17,,,1,155,,,1,-2.4,,,1,21.91,,,1
07/27/2011 15:15:00,71,,,1,6.21,,,1,-85.8,,,1,8.16,,,1,155,,,1,-2.4,,,1,21.92,,,1
07/27/2011 15:30:00,70.5,,,1,6.18,,,1,-85.4,,,1,8.16,,,1,153,,,1,-2.4,,,1,21.91,,,1
07/27/2011 15:45:00,70.3,,,1,6.16,,,1,-84.8,,,1,8.15,,,1,153,,,1,-2.4,,,1,21.86,,,1
07/27/2011 16:00:00,69.9,,,1,6.14,,,1,-84.4,,,1,8.14,,,1,152,,,1,-2.4,,,1,21.79,,,1
07/27/2011 16:15:00,69.7,,,1,6.13,,,1,-84.1,,,1,8.14,,,1,152,,,1,-2.4,,,1,21.74,,,1
07/27/2011 16:30:00,69.8,,,1,6.14,,,1,-84,,,1,8.13,,,1,152,,,1,-2.4,,,1,21.68,,,1
07/27/2011 16:45:00,69.8,,,1,6.14,,,1,-83.9,,,1,8.13,,,1,151,,,1,-2.4,,,1,21.63,,,1
07/27/2011 17:00:00,69.7,,,1,6.14,,,1,-83.8,,,1,8.13,,,1,151,,,1,-2.4,,,1,21.59,,,1
07/27/2011 17:15:00,69.5,,,1,6.13,,,1,-83.3,,,1,8.12,,,1,150,,,1,-2.4,,,1,21.55,,,1
07/27/2011 17:30:00,69.5,,,1,6.13,,,1,-83.2,,,1,8.12,,,1,151,,,1,-2.4,,,1,21.52,,,1
07/27/2011 17:45:00,68.8,,,1,6.08,,,1,-82.2,,,1,8.1,,,1,151,,,1,-2.4,,,1,21.45,,,1
07/27/2011 18:00:00,68.8,,,1,6.08,,,1,-81.9,,,1,8.1,,,1,151,,,1,-2.3,,,1,21.44,,,1
07/27/2011 18:15:00,68.6,,,1,6.07,,,1,-81.6,,,1,8.09,,,1,152,,,1,-2.4,,,1,21.39,,,1
07/27/2011 18:30:00,68.4,,,1,6.06,,,1,-81.3,,,1,8.09,,,1,152,,,1,-2.4,,,1,21.34,,,1
07/27/2011 18:45:00,68.3,,,1,6.05,,,1,-80.8,,,1,8.08,,,1,152,,,1,-2.4,,,1,21.29,,,1
07/27/2011 19:00:00,68.2,,,1,6.05,,,1,-80.7,,,1,8.08,,,1,153,,,1,-2.4,,,1,21.24,,,1
07/27/2011 19:15:00,68.3,,,1,6.06,,,1,-80.6,,,1,8.08,,,1,152,,,1,-2.3,,,1,21.21,,,1
07/27/2011 19:30:00,68.1,,,1,6.05,,,1,-80.3,,,1,8.07,,,1,154,,,1,-2.4,,,1,21.18,,,1
07/27/2011 19:45:00,68.1,,,1,6.05,,,1,-79.9,,,1,8.07,,,1,153,,,1,-2.4,,,1,21.14,,,1
07/27/2011 20:00:00,67.9,,,1,6.04,,,1,-79.6,,,1,8.06,,,1,154,,,1,-2.4,,,1,21.11,,,1
07/27/2011 20:15:00,67.9,,,1,6.04,,,1,-79.3,,,1,8.05,,,1,155,,,1,-2.2,,,1,21.08,,,1
07/27/2011 20:30:00,67.9,,,1,6.04,,,1,-79.1,,,1,8.05,,,1,156,,,1,-2.3,,,1,21.05,,,1
07/27/2011 20:45:00,67.8,,,1,6.04,,,1,-78.9,,,1,8.05,,,1,157,,,1,-2.4,,,1,21.03,,,1
07/27/2011 21:00:00,67.8,,,1,6.04,,,1,-78.7,,,1,8.04,,,1,158,,,1,-2.4,,,1,21.01,,,1
07/27/2011 21:15:00,67.8,,,1,6.05,,,1,-78.6,,,1,8.04,,,1,158,,,1,-2.2,,,1,20.99,,,1
07/27/2011 21:30:00,67.9,,,1,6.06,,,1,-78.6,,,1,8.04,,,1,159,,,1,-2.4,,,1,20.96,,,1
07/27/2011 21:45:00,67.9,,,1,6.06,,,1,-78.6,,,1,8.04,,,1,159,,,1,-2.2,,,1,20.94,,,1
07/27/2011 22:00:00,67.9,,,1,6.06,,,1,-78.5,,,1,8.04,,,1,160,,,1,-2.2,,,1,20.91,,,1
07/27/2011 22:15:00,67.9,,,1,6.07,,,1,-78.7,,,1,8.05,,,1,160,,,1,-2.4,,,1,20.89,,,1
07/27/2011 22:30:00,67.9,,,1,6.07,,,1,-78.6,,,1,8.04,,,1,160,,,1,-2.2,,,1,20.86,,,1
07/27/2011 22:45:00,68,,,1,6.08,,,1,-78.6,,,1,8.04,,,1,161,,,1,-2.4,,,1,20.83,,,1
07/27/2011 23:00:00,68,,,1,6.09,,,1,-78.8,,,1,8.05,,,1,161,,,1,-2.1,,,1,20.81,,,1
07/27/2011 23:15:00,68,,,1,6.09,,,1,-78.8,,,1,8.05,,,1,162,,,1,-2.4,,,1,20.78,,,1
07/27/2011 23:30:00,68,,,1,6.09,,,1,-78.9,,,1,8.05,,,1,162,,,1,-2.3,,,1,20.75,,,1
07/27/2011 23:45:00,68,,,1,6.09,,,1,-78.9,,,1,8.05,,,1,162,,,1,-2.3,,,1,20.73,,,1
07/28/2011 00:00:00,68,,,1,6.1,,,1,-78.8,,,1,8.05,,,1,163,,,1,-2.4,,,1,20.7,,,1
07/28/2011 00:15:00,68.1,,,1,6.1,,,1,-78.9,,,1,8.05,,,1,163,,,1,-2.4,,,1,20.67,,,1
07/28/2011 00:30:00,68.1,,,1,6.11,,,1,-79,,,1,8.05,,,1,163,,,1,-2.2,,,1,20.65,,,1
07/28/2011 00:45:00,68.1,,,1,6.11,,,1,-79,,,1,8.05,,,1,163,,,1,-2.3,,,1,20.63,,,1
07/28/2011 01:00:00,68.1,,,1,6.11,,,1,-79,,,1,8.05,,,1,163,,,1,-2.1,,,1,20.61,,,1
07/28/2011 01:15:00,68.1,,,1,6.11,,,1,-79,,,1,8.05,,,1,163,,,1,-2.3,,,1,20.59,,,1
07/28/2011 01:30:00,68.1,,,1,6.12,,,1,-79,,,1,8.05,,,1,163,,,1,-2.3,,,1,20.57,,,1
07/28/2011 01:45:00,68.1,,,1,6.12,,,1,-79,,,1,8.05,,,1,163,,,1,-2.3,,,1,20.55,,,1
07/28/2011 02:00:00,68.1,,,1,6.13,,,1,-79,,,1,8.05,,,1,164,,,1,-2.1,,,1,20.53,,,1
07/28/2011 02:15:00,68.1,,,1,6.13,,,1,-79.2,,,1,8.05,,,1,164,,,1,-2.4,,,1,20.5,,,1
07/28/2011 02:30:00,68.1,,,1,6.13,,,1,-79.2,,,1,8.05,,,1,164,,,1,-2.2,,,1,20.49,,,1
07/28/2011 02:45:00,68.1,,,1,6.13,,,1,-79.3,,,1,8.06,,,1,164,,,1,1.7,,,1,20.47,,,1
07/28/2011 03:00:00,68.1,,,1,6.14,,,1,-79.3,,,1,8.06,,,1,164,,,1,-2.3,,,1,20.46,,,1
07/28/2011 03:15:00,68.1,,,1,6.14,,,1,-79.2,,,1,8.06,,,1,164,,,1,-2.2,,,1,20.45,,,1
07/28/2011 03:30:00,68.1,,,1,6.14,,,1,-79.3,,,1,8.06,,,1,164,,,1,-2.3,,,1,20.43,,,1
07/28/2011 03:45:00,68.2,,,1,6.14,,,1,-79.3,,,1,8.06,,,1,164,,,1,-2.3,,,1,20.42,,,1
07/28/2011 04:00:00,68.2,,,1,6.15,,,1,-79.3,,,1,8.06,,,1,164,,,1,-2.3,,,1,20.41,,,1
07/28/2011 04:15:00,68.2,,,1,6.15,,,1,-79.3,,,1,8.06,,,1,164,,,1,-2.3,,,1,20.39,,,1
07/28/2011 04:30:00,68.2,,,1,6.15,,,1,-79.3,,,1,8.06,,,1,164,,,1,-2.3,,,1,20.38,,,1
07/28/2011 04:45:00,68.2,,,1,6.16,,,1,-79.4,,,1,8.06,,,1,164,,,1,-2.3,,,1,20.36,,,1
07/28/2011 05:00:00,68.1,,,1,6.15,,,1,-79.4,,,1,8.06,,,1,165,,,1,-2.2,,,1,20.35,,,1
07/28/2011 05:15:00,68.2,,,1,6.16,,,1,-79.4,,,1,8.06,,,1,164,,,1,-2.3,,,1,20.33,,,1
07/28/2011 05:30:00,68.2,,,1,6.16,,,1,-79.3,,,1,8.06,,,1,164,,,1,-2.3,,,1,20.31,,,1
07/28/2011 05:45:00,68.2,,,1,6.16,,,1,-79.5,,,1,8.06,,,1,164,,,1,-2.2,,,1,20.3,,,1
07/28/2011 06:00:00,68.3,,,1,6.17,,,1,-79.5,,,1,8.06,,,1,164,,,1,-2.3,,,1,20.29,,,1
07/28/2011 06:15:00,68.3,,,1,6.17,,,1,-79.6,,,1,8.06,,,1,164,,,1,-2.3,,,1,20.28,,,1
07/28/2011 06:30:00,68.3,,,1,6.18,,,1,-79.5,,,1,8.06,,,1,165,,,1,-2.4,,,1,20.27,,,1
07/28/2011 06:45:00,68.3,,,1,6.18,,,1,-79.7,,,1,8.06,,,1,165,,,1,-2.3,,,1,20.26,,,1
07/28/2011 07:00:00,68.5,,,1,6.19,,,1,-79.8,,,1,8.07,,,1,164,,,1,-2.4,,,1,20.25,,,1
07/28/2011 07:15:00,68.6,,,1,6.2,,,1,-79.7,,,1,8.06,,,1,165,,,1,-2.2,,,1,20.25,,,1
07/28/2011 07:30:00,68.6,,,1,6.2,,,1,-79.8,,,1,8.07,,,1,164,,,1,-2.3,,,1,20.27,,,1
07/28/2011 07:45:00,68.8,,,1,6.22,,,1,-80.1,,,1,8.07,,,1,165,,,1,-2.3,,,1,20.29,,,1
07/28/2011 08:00:00,69,,,1,6.23,,,1,-80.4,,,1,8.08,,,1,164,,,1,-2.3,,,1,20.33,,,1
07/28/2011 08:15:00,69.1,,,1,6.24,,,1,-80.6,,,1,8.08,,,1,165,,,1,-2.4,,,1,20.38,,,1
07/28/2011 08:30:00,69.2,,,1,6.24,,,1,-80.9,,,1,8.09,,,1,164,,,1,-2.4,,,1,20.44,,,1
07/28/2011 08:45:00,69.4,,,1,6.24,,,1,-81.2,,,1,8.09,,,1,164,,,1,-2.3,,,1,20.5,,,1
07/28/2011 09:00:00,69.5,,,1,6.25,,,1,-81.5,,,1,8.1,,,1,164,,,1,-2.3,,,1,20.55,,,1
07/28/2011 09:15:00,69.5,,,1,6.24,,,1,-81.6,,,1,8.1,,,1,164,,,1,-2.3,,,1,20.61,,,1
07/28/2011 09:30:00,69.8,,,1,6.26,,,1,-82,,,1,8.1,,,1,164,,,1,-2.4,,,1,20.67,,,1
07/28/2011 09:45:00,70.2,,,1,6.28,,,1,-82.6,,,1,8.11,,,1,163,,,1,-2.4,,,1,20.74,,,1
07/28/2011 10:00:00,70.2,,,1,6.28,,,1,-82.7,,,1,8.12,,,1,163,,,1,-2.4,,,1,20.8,,,1
07/28/2011 10:15:00,69.8,,,1,6.24,,,1,-82.7,,,1,8.12,,,1,163,,,1,-2.2,,,1,20.84,,,1
07/28/2011 10:30:00,69.7,,,1,6.23,,,1,-82.4,,,1,8.11,,,1,162,,,1,-2.4,,,1,20.86,,,1
07/28/2011 10:45:00,70,,,1,6.25,,,1,-82.7,,,1,8.11,,,1,161,,,1,-2.4,,,1,20.87,,,1
07/28/2011 11:00:00,70.3,,,1,6.28,,,1,-83.1,,,1,8.12,,,1,161,,,1,-2.4,,,1,20.92,,,1
07/28/2011 11:15:00,70.4,,,1,6.28,,,1,-83.6,,,1,8.13,,,1,161,,,1,-2.4,,,1,20.96,,,1
07/28/2011 11:30:00,70.4,,,1,6.28,,,1,-83.6,,,1,8.13,,,1,160,,,1,-2.3,,,1,20.98,,,1
07/28/2011 11:45:00,70.4,,,1,6.28,,,1,-83.7,,,1,8.13,,,1,160,,,1,-2.4,,,1,21.01,,,1
07/28/2011 12:00:00,70.5,,,1,6.27,,,1,-83.9,,,1,8.14,,,1,159,,,1,-2.4,,,1,21.04,,,1
07/28/2011 12:15:00,70.6,,,1,6.28,,,1,-84,,,1,8.14,,,1,159,,,1,-2.4,,,1,21.07,,,1
07/28/2011 12:30:00,71.1,,,1,6.32,,,1,-84.7,,,1,8.15,,,1,159,,,1,-2.4,,,1,21.17,,,1
07/28/2011 12:45:00,71.3,,,1,6.32,,,1,-85,,,1,8.16,,,1,158,,,1,-2.4,,,1,21.22,,,1
07/28/2011 13:00:00,71,,,1,6.3,,,1,-85.1,,,1,8.16,,,1,157,,,1,-2.2,,,1,21.27,,,1
07/28/2011 13:15:00,70.8,,,1,6.27,,,1,-85.1,,,1,8.16,,,1,156,,,1,-2.3,,,1,21.27,,,1
07/28/2011 13:30:00,70.9,,,1,6.28,,,1,-85.1,,,1,8.16,,,1,156,,,1,-2.4,,,1,21.26,,,1
07/28/2011 13:45:00,70.7,,,1,6.27,,,1,-85.1,,,1,8.16,,,1,156,,,1,-2.4,,,1,21.27,,,1
07/28/2011 14:00:00,70.6,,,1,6.26,,,1,-84.8,,,1,8.15,,,1,155,,,1,-2.2,,,1,21.27,,,1
07/28/2011 14:15:00,70.4,,,1,6.24,,,1,-84.7,,,1,8.15,,,1,154,,,1,-2.3,,,1,21.27,,,1
07/28/2011 14:30:00,70.3,,,1,6.24,,,1,-84.5,,,1,8.15,,,1,154,,,1,-2.3,,,1,21.27,,,1
07/28/2011 14:45:00,70.4,,,1,6.24,,,1,-84.5,,,1,8.15,,,1,154,,,1,-2.4,,,1,21.27,,,1
07/28/2011 15:00:00,70.4,,,1,6.24,,,1,-84.5,,,1,8.15,,,1,154,,,1,-2.4,,,1,21.29,,,1
07/28/2011 15:15:00,70.4,,,1,6.24,,,1,-84.5,,,1,8.15,,,1,154,,,1,-2.4,,,1,21.3,,,1
07/28/2011 15:30:00,70.3,,,1,6.23,,,1,-84.5,,,1,8.15,,,1,154,,,1,-2.4,,,1,21.31,,,1
07/28/2011 15:45:00,70.2,,,1,6.22,,,1,-84.2,,,1,8.14,,,1,153,,,1,-2.4,,,1,21.32,,,1
07/28/2011 16:00:00,69.9,,,1,6.19,,,1,-83.9,,,1,8.13,,,1,153,,,1,-2.3,,,1,21.29,,,1
07/28/2011 16:15:00,69.7,,,1,6.18,,,1,-83.4,,,1,8.13,,,1,153,,,1,-2.4,,,1,21.26,,,1
07/28/2011 16:30:00,69.2,,,1,6.14,,,1,-82.6,,,1,8.11,,,1,154,,,1,-2.1,,,1,21.23,,,1
07/28/2011 16:45:00,69,,,1,6.13,,,1,-82.1,,,1,8.1,,,1,154,,,1,-2.4,,,1,21.2,,,1
07/28/2011 17:00:00,68.6,,,1,6.09,,,1,-81.5,,,1,8.09,,,1,154,,,1,-2.3,,,1,21.17,,,1
07/28/2011 17:15:00,68.3,,,1,6.07,,,1,-80.7,,,1,8.08,,,1,155,,,1,-2.4,,,1,21.12,,,1
07/28/2011 17:30:00,68.3,,,1,6.07,,,1,-80.4,,,1,8.07,,,1,155,,,1,-2.4,,,1,21.08,,,1
07/28/2011 17:45:00,68.6,,,1,6.11,,,1,-80.6,,,1,8.08,,,1,156,,,1,-2.4,,,1,21.05,,,1
07/28/2011 18:00:00,69,,,1,6.14,,,1,-81.1,,,1,8.09,,,1,157,,,1,-2.4,,,1,21.05,,,1
07/28/2011 18:15:00,69.1,,,1,6.16,,,1,-81.5,,,1,8.09,,,1,157,,,1,-2.4,,,1,21.04,,,1
07/28/2011 18:30:00,68.9,,,1,6.14,,,1,-81.3,,,1,8.09,,,1,157,,,1,-2.4,,,1,21.03,,,1
07/28/2011 18:45:00,68.7,,,1,6.12,,,1,-81.1,,,1,8.09,,,1,156,,,1,-2.4,,,1,21.01,,,1
07/28/2011 19:00:00,68.7,,,1,6.12,,,1,-80.9,,,1,8.08,,,1,156,,,1,-2.3,,,1,21,,,1
07/28/2011 19:15:00,68.5,,,1,6.11,,,1,-80.6,,,1,8.08,,,1,157,,,1,-2.4,,,1,20.97,,,1
07/28/2011 19:30:00,68.4,,,1,6.1,,,1,-80.3,,,1,8.07,,,1,156,,,1,-2.4,,,1,20.94,,,1
07/28/2011 19:45:00,68.4,,,1,6.1,,,1,-80.1,,,1,8.07,,,1,157,,,1,-2.4,,,1,20.92,,,1
07/28/2011 20:00:00,68.4,,,1,6.1,,,1,-80,,,1,8.07,,,1,157,,,1,-2.4,,,1,20.89,,,1
07/28/2011 20:15:00,68.3,,,1,6.1,,,1,-79.7,,,1,8.06,,,1,159,,,1,-2.4,,,1,20.87,,,1
07/28/2011 20:30:00,68.3,,,1,6.1,,,1,-79.5,,,1,8.06,,,1,159,,,1,-2.3,,,1,20.85,,,1
07/28/2011 20:45:00,68.2,,,1,6.1,,,1,-79.5,,,1,8.06,,,1,159,,,1,-2.3,,,1,20.82,,,1
07/28/2011 21:00:00,68.2,,,1,6.1,,,1,-79.5,,,1,8.06,,,1,159,,,1,-2.2,,,1,20.79,,,1
07/28/2011 21:15:00,68.2,,,1,6.11,,,1,-79.2,,,1,8.05,,,1,160,,,1,-2.2,,,1,20.77,,,1
07/28/2011 21:30:00,68.2,,,1,6.11,,,1,-79.4,,,1,8.06,,,1,160,,,1,-2.4,,,1,20.75,,,1
