,O2 (Dis).O2 mg/L@La_Jara_Creek,O2 (Dis).O2 mg/L@La_Jara_Creek,O2 (Dis).O2 mg/L@La_Jara_Creek,O2 (Dis).O2 mg/L@La_Jara_Creek,O2%.O2%@La_Jara_Creek,O2%.O2%@La_Jara_Creek,O2%.O2%@La_Jara_Creek,O2%.O2%@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,pH.Ph@La_Jara_Creek,pH.Ph@La_Jara_Creek,pH.Ph@La_Jara_Creek,pH.Ph@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Water Temp.C@La_Jara_Creek,Water Temp.C@La_Jara_Creek,Water Temp.C@La_Jara_Creek,Water Temp.C@La_Jara_Creek
08/30/2012 10:15:40,8.72,,,1,77.2,,,1,-63,,,1,7.11,,,1,63,,,1,1.5,,,1,9.96,,,1
08/30/2012 10:30:40,8.62,,,1,77.5,,,1,-65.2,,,1,7.15,,,1,63,,,1,1.7,,,1,10.65,,,1
08/30/2012 10:45:40,8.51,,,1,78,,,1,-68.1,,,1,7.2,,,1,63,,,1,1.5,,,1,11.43,,,1
08/30/2012 11:00:40,8.38,,,1,78.1,,,1,-71.4,,,1,7.26,,,1,63,,,1,1.7,,,1,12.19,,,1
08/30/2012 11:15:40,8.24,,,1,77.9,,,1,-73.5,,,1,7.3,,,1,63,,,1,1.7,,,1,12.82,,,1
08/30/2012 11:30:40,8.08,,,1,77.2,,,1,-74.8,,,1,7.32,,,1,63,,,1,1.7,,,1,13.27,,,1
08/30/2012 11:45:40,8,,,1,77,,,1,-74.8,,,1,7.32,,,1,63,,,1,3.1,,,1,13.67,,,1
08/30/2012 12:00:40,7.96,,,1,77.2,,,1,-75.7,,,1,7.34,,,1,63,,,1,2,,,1,13.99,,,1
08/30/2012 12:15:40,7.9,,,1,76.9,,,1,-76.2,,,1,7.35,,,1,63,,,1,1.5,,,1,14.12,,,1
08/30/2012 12:30:40,7.87,,,1,76.4,,,1,-74.4,,,1,7.32,,,1,64,,,1,1.7,,,1,14.03,,,1
08/30/2012 12:45:40,7.88,,,1,76.4,,,1,-73.1,,,1,7.29,,,1,64,,,1,1.9,,,1,13.95,,,1
08/30/2012 13:00:40,7.84,,,1,76.2,,,1,-72.8,,,1,7.29,,,1,64,,,1,2,,,1,14.09,,,1
08/30/2012 13:15:40,7.81,,,1,76.5,,,1,-72.8,,,1,7.29,,,1,64,,,1,1.9,,,1,14.4,,,1
08/30/2012 13:30:40,7.74,,,1,76.3,,,1,-72.9,,,1,7.29,,,1,64,,,1,1.9,,,1,14.72,,,1
08/30/2012 13:45:40,7.7,,,1,76.3,,,1,-73.9,,,1,7.3,,,1,64,,,1,1.7,,,1,15.01,,,1
08/30/2012 14:00:40,7.65,,,1,76.4,,,1,-74.2,,,1,7.31,,,1,64,,,1,2.3,,,1,15.27,,,1
08/30/2012 14:15:40,7.62,,,1,76.2,,,1,-74.8,,,1,7.32,,,1,64,,,1,1.9,,,1,15.4,,,1
08/30/2012 14:30:40,7.61,,,1,76.2,,,1,-74.7,,,1,7.32,,,1,65,,,1,1.6,,,1,15.43,,,1
08/30/2012 14:45:40,7.58,,,1,76,,,1,-74,,,1,7.31,,,1,65,,,1,2,,,1,15.49,,,1
08/30/2012 15:00:40,7.56,,,1,75.6,,,1,-73,,,1,7.29,,,1,65,,,1,1.8,,,1,15.39,,,1
08/30/2012 15:15:40,7.55,,,1,75.2,,,1,-70.9,,,1,7.25,,,1,65,,,1,1.5,,,1,15.19,,,1
08/30/2012 15:30:40,7.55,,,1,75.1,,,1,-69.7,,,1,7.23,,,1,65,,,1,1.8,,,1,15.12,,,1
08/30/2012 15:45:40,7.58,,,1,75.3,,,1,-69.6,,,1,7.23,,,1,66,,,1,1.5,,,1,15.08,,,1
08/30/2012 16:00:40,7.53,,,1,74.8,,,1,-69.5,,,1,7.23,,,1,66,,,1,1.6,,,1,15.1,,,1
08/30/2012 16:15:40,7.44,,,1,73.9,,,1,-68.1,,,1,7.2,,,1,66,,,1,1.8,,,1,15.06,,,1
08/30/2012 16:30:40,7.46,,,1,74,,,1,-67,,,1,7.18,,,1,66,,,1,1.8,,,1,14.99,,,1
08/30/2012 16:45:40,7.42,,,1,73.4,,,1,-65.5,,,1,7.15,,,1,66,,,1,1.9,,,1,14.88,,,1
08/30/2012 17:00:40,7.44,,,1,73.4,,,1,-64.2,,,1,7.13,,,1,66,,,1,1.5,,,1,14.77,,,1
08/30/2012 17:15:40,7.44,,,1,73.1,,,1,-63.5,,,1,7.12,,,1,67,,,1,1.6,,,1,14.6,,,1
08/30/2012 17:30:40,7.46,,,1,73.1,,,1,-62.7,,,1,7.1,,,1,67,,,1,1.5,,,1,14.44,,,1
08/30/2012 17:45:40,7.48,,,1,73.1,,,1,-62.1,,,1,7.09,,,1,67,,,1,1.7,,,1,14.28,,,1
08/30/2012 18:00:40,7.51,,,1,73,,,1,-60.9,,,1,7.07,,,1,67,,,1,1.5,,,1,14.1,,,1
08/30/2012 18:15:40,7.53,,,1,72.9,,,1,-60.3,,,1,7.06,,,1,67,,,1,1.4,,,1,13.92,,,1
08/30/2012 18:30:40,7.56,,,1,72.9,,,1,-59.9,,,1,7.05,,,1,67,,,1,1.7,,,1,13.7,,,1
08/30/2012 18:45:40,7.62,,,1,73,,,1,-58.5,,,1,7.03,,,1,67,,,1,1.8,,,1,13.46,,,1
08/30/2012 19:00:40,7.66,,,1,73.1,,,1,-57.4,,,1,7.01,,,1,67,,,1,1.5,,,1,13.24,,,1
08/30/2012 19:15:40,7.7,,,1,73.1,,,1,-54.9,,,1,6.96,,,1,67,,,1,1.2,,,1,13.02,,,1
08/30/2012 19:30:40,7.74,,,1,73.1,,,1,-53.3,,,1,6.93,,,1,67,,,1,1.4,,,1,12.8,,,1
08/30/2012 19:45:40,7.77,,,1,73.1,,,1,-53.1,,,1,6.93,,,1,67,,,1,1.5,,,1,12.6,,,1
08/30/2012 20:00:40,7.82,,,1,73.2,,,1,-52.3,,,1,6.92,,,1,68,,,1,1.8,,,1,12.39,,,1
08/30/2012 20:15:40,7.87,,,1,73.4,,,1,-52.2,,,1,6.91,,,1,68,,,1,1.6,,,1,12.18,,,1
08/30/2012 20:30:40,7.92,,,1,73.5,,,1,-52.2,,,1,6.91,,,1,68,,,1,1.5,,,1,11.98,,,1
08/30/2012 20:45:40,7.95,,,1,73.5,,,1,-52.2,,,1,6.91,,,1,68,,,1,1.4,,,1,11.8,,,1
08/30/2012 21:00:40,7.99,,,1,73.6,,,1,-52.7,,,1,6.92,,,1,68,,,1,1.9,,,1,11.64,,,1
08/30/2012 21:15:40,8.03,,,1,73.6,,,1,-53.3,,,1,6.93,,,1,68,,,1,1.7,,,1,11.48,,,1
08/30/2012 21:30:40,8.06,,,1,73.7,,,1,-53.8,,,1,6.94,,,1,68,,,1,1.4,,,1,11.33,,,1
08/30/2012 21:45:40,8.09,,,1,73.7,,,1,-53.8,,,1,6.94,,,1,67,,,1,1.5,,,1,11.18,,,1
08/30/2012 22:00:40,8.13,,,1,73.8,,,1,-54,,,1,6.95,,,1,67,,,1,2.1,,,1,11.04,,,1
08/30/2012 22:15:40,8.16,,,1,73.8,,,1,-54.6,,,1,6.96,,,1,67,,,1,1.4,,,1,10.89,,,1
08/30/2012 22:30:40,8.19,,,1,73.9,,,1,-54.9,,,1,6.96,,,1,67,,,1,1.9,,,1,10.76,,,1
08/30/2012 22:45:40,8.22,,,1,73.9,,,1,-54.9,,,1,6.96,,,1,67,,,1,1.5,,,1,10.62,,,1
08/30/2012 23:00:40,8.25,,,1,74,,,1,-55.1,,,1,6.97,,,1,67,,,1,1.7,,,1,10.5,,,1
08/30/2012 23:15:40,8.28,,,1,74,,,1,-55.6,,,1,6.98,,,1,67,,,1,2,,,1,10.36,,,1
08/30/2012 23:30:40,8.31,,,1,74,,,1,-55.4,,,1,6.97,,,1,67,,,1,1.7,,,1,10.23,,,1
08/30/2012 23:45:40,8.34,,,1,74.1,,,1,-55.1,,,1,6.97,,,1,67,,,1,1.6,,,1,10.11,,,1
08/31/2012 00:00:40,8.36,,,1,74.1,,,1,-54.9,,,1,6.96,,,1,67,,,1,1.5,,,1,9.99,,,1
08/31/2012 00:15:40,8.39,,,1,74.1,,,1,-55.2,,,1,6.97,,,1,67,,,1,1.6,,,1,9.87,,,1
08/31/2012 00:30:40,8.42,,,1,74.2,,,1,-55.2,,,1,6.97,,,1,66,,,1,1.7,,,1,9.75,,,1
08/31/2012 00:45:40,8.45,,,1,74.2,,,1,-55.2,,,1,6.97,,,1,66,,,1,1.8,,,1,9.64,,,1
08/31/2012 01:00:40,8.47,,,1,74.2,,,1,-54.6,,,1,6.96,,,1,66,,,1,1.7,,,1,9.55,,,1
08/31/2012 01:15:40,8.49,,,1,74.3,,,1,-54.8,,,1,6.96,,,1,66,,,1,1.6,,,1,9.46,,,1
08/31/2012 01:30:40,8.51,,,1,74.3,,,1,-54.7,,,1,6.96,,,1,66,,,1,1.6,,,1,9.36,,,1
08/31/2012 01:45:40,8.53,,,1,74.3,,,1,-55.1,,,1,6.97,,,1,66,,,1,1.7,,,1,9.27,,,1
08/31/2012 02:00:40,8.55,,,1,74.3,,,1,-55.3,,,1,6.97,,,1,66,,,1,1.8,,,1,9.19,,,1
08/31/2012 02:15:40,8.57,,,1,74.3,,,1,-55.2,,,1,6.97,,,1,66,,,1,1.6,,,1,9.1,,,1
08/31/2012 02:30:40,8.59,,,1,74.4,,,1,-54.5,,,1,6.95,,,1,65,,,1,1.6,,,1,9.01,,,1
08/31/2012 02:45:40,8.62,,,1,74.4,,,1,-54.5,,,1,6.96,,,1,65,,,1,1.6,,,1,8.92,,,1
08/31/2012 03:00:40,8.64,,,1,74.4,,,1,-54.3,,,1,6.95,,,1,65,,,1,1.6,,,1,8.84,,,1
08/31/2012 03:15:40,8.66,,,1,74.5,,,1,-54,,,1,6.95,,,1,65,,,1,1.8,,,1,8.76,,,1
08/31/2012 03:30:40,8.68,,,1,74.5,,,1,-54.1,,,1,6.95,,,1,65,,,1,1.4,,,1,8.68,,,1
08/31/2012 03:45:40,8.7,,,1,74.5,,,1,-53.9,,,1,6.94,,,1,65,,,1,2.6,,,1,8.59,,,1
08/31/2012 04:00:40,8.72,,,1,74.5,,,1,-54.1,,,1,6.95,,,1,65,,,1,1.5,,,1,8.51,,,1
08/31/2012 04:15:40,8.74,,,1,74.6,,,1,-54,,,1,6.95,,,1,65,,,1,1.6,,,1,8.43,,,1
08/31/2012 04:30:40,8.75,,,1,74.6,,,1,-54,,,1,6.95,,,1,65,,,1,1.4,,,1,8.37,,,1
08/31/2012 04:45:40,8.77,,,1,74.6,,,1,-54,,,1,6.95,,,1,65,,,1,1.5,,,1,8.31,,,1
08/31/2012 05:00:40,8.78,,,1,74.6,,,1,-54,,,1,6.94,,,1,65,,,1,1.4,,,1,8.25,,,1
08/31/2012 05:15:40,8.8,,,1,74.7,,,1,-53.8,,,1,6.94,,,1,65,,,1,1.4,,,1,8.19,,,1
08/31/2012 05:30:40,8.82,,,1,74.7,,,1,-53.7,,,1,6.94,,,1,64,,,1,1.4,,,1,8.13,,,1
08/31/2012 05:45:40,8.83,,,1,74.7,,,1,-54.3,,,1,6.95,,,1,64,,,1,1.2,,,1,8.07,,,1
08/31/2012 06:00:40,8.85,,,1,74.8,,,1,-53.8,,,1,6.94,,,1,64,,,1,2,,,1,8.01,,,1
08/31/2012 06:15:40,8.87,,,1,74.8,,,1,-53.8,,,1,6.94,,,1,64,,,1,1.5,,,1,7.94,,,1
08/31/2012 06:30:40,8.89,,,1,74.8,,,1,-53.6,,,1,6.94,,,1,64,,,1,1.5,,,1,7.88,,,1
08/31/2012 06:45:40,8.92,,,1,75,,,1,-53.6,,,1,6.94,,,1,64,,,1,1.2,,,1,7.83,,,1
08/31/2012 07:00:40,8.95,,,1,75.1,,,1,-53.6,,,1,6.94,,,1,64,,,1,1.3,,,1,7.78,,,1
08/31/2012 07:15:40,8.98,,,1,75.3,,,1,-53.7,,,1,6.94,,,1,64,,,1,1.4,,,1,7.75,,,1
08/31/2012 07:30:40,9,,,1,75.5,,,1,-54.1,,,1,6.95,,,1,64,,,1,1.4,,,1,7.74,,,1
08/31/2012 07:45:40,9.02,,,1,75.7,,,1,-54.7,,,1,6.96,,,1,64,,,1,1.4,,,1,7.74,,,1
08/31/2012 08:00:40,9.04,,,1,75.9,,,1,-55.4,,,1,6.97,,,1,64,,,1,2,,,1,7.78,,,1
08/31/2012 08:15:40,9.04,,,1,76.1,,,1,-55.7,,,1,6.98,,,1,64,,,1,1.2,,,1,7.85,,,1
08/31/2012 08:30:40,9.06,,,1,76.5,,,1,-56.3,,,1,6.99,,,1,64,,,1,1.4,,,1,7.98,,,1
08/31/2012 08:45:40,9.04,,,1,76.5,,,1,-56.9,,,1,7,,,1,64,,,1,1.2,,,1,8.11,,,1
08/31/2012 09:00:40,9,,,1,76.5,,,1,-57.6,,,1,7.01,,,1,63,,,1,1,,,1,8.24,,,1
08/31/2012 09:15:40,8.96,,,1,76.3,,,1,-58.2,,,1,7.02,,,1,63,,,1,1.4,,,1,8.35,,,1
08/31/2012 09:30:40,8.94,,,1,76.5,,,1,-58.6,,,1,7.03,,,1,63,,,1,1.5,,,1,8.51,,,1
08/31/2012 09:45:40,8.93,,,1,76.8,,,1,-59.1,,,1,7.04,,,1,63,,,1,1.5,,,1,8.73,,,1
08/31/2012 10:00:40,8.88,,,1,77.1,,,1,-60,,,1,7.06,,,1,63,,,1,1.5,,,1,9.11,,,1
08/31/2012 10:15:40,8.82,,,1,77.6,,,1,-61.6,,,1,7.09,,,1,63,,,1,1.5,,,1,9.71,,,1
08/31/2012 10:30:40,8.72,,,1,77.9,,,1,-64.1,,,1,7.13,,,1,63,,,1,1.7,,,1,10.39,,,1
08/31/2012 10:45:40,8.61,,,1,78.4,,,1,-67,,,1,7.18,,,1,63,,,1,1.7,,,1,11.18,,,1
08/31/2012 11:00:40,8.47,,,1,78.5,,,1,-69.9,,,1,7.24,,,1,63,,,1,2.1,,,1,11.94,,,1
08/31/2012 11:15:40,8.32,,,1,78.2,,,1,-72.4,,,1,7.28,,,1,64,,,1,2.1,,,1,12.54,,,1
08/31/2012 11:30:40,8.18,,,1,77.6,,,1,-73.4,,,1,7.3,,,1,64,,,1,2,,,1,12.99,,,1
08/31/2012 11:45:40,8.1,,,1,77.5,,,1,-74.1,,,1,7.31,,,1,64,,,1,1.7,,,1,13.37,,,1
08/31/2012 12:00:40,8.05,,,1,77.6,,,1,-74.8,,,1,7.32,,,1,64,,,1,1.9,,,1,13.69,,,1
08/31/2012 12:15:40,7.99,,,1,77.2,,,1,-74.6,,,1,7.32,,,1,64,,,1,1.9,,,1,13.8,,,1
08/31/2012 12:30:40,7.95,,,1,76.6,,,1,-73.5,,,1,7.3,,,1,64,,,1,1.6,,,1,13.69,,,1
08/31/2012 12:45:40,7.96,,,1,76.5,,,1,-72.5,,,1,7.28,,,1,65,,,1,1.6,,,1,13.59,,,1
08/31/2012 13:00:40,7.93,,,1,76.4,,,1,-71.1,,,1,7.26,,,1,65,,,1,1.5,,,1,13.7,,,1
08/31/2012 13:15:40,7.89,,,1,76.6,,,1,-71.2,,,1,7.26,,,1,65,,,1,1.8,,,1,13.99,,,1
08/31/2012 13:30:40,7.84,,,1,76.6,,,1,-71.4,,,1,7.26,,,1,65,,,1,1.7,,,1,14.33,,,1
08/31/2012 13:45:40,7.83,,,1,77.1,,,1,-72.4,,,1,7.28,,,1,65,,,1,1.8,,,1,14.67,,,1
08/31/2012 14:00:40,7.78,,,1,77.2,,,1,-73.6,,,1,7.3,,,1,66,,,1,2,,,1,15.04,,,1
08/31/2012 14:15:40,7.77,,,1,77.2,,,1,-73.8,,,1,7.3,,,1,66,,,1,1.8,,,1,15.1,,,1
08/31/2012 14:30:40,7.73,,,1,76.8,,,1,-73.7,,,1,7.3,,,1,66,,,1,3,,,1,15.1,,,1
08/31/2012 14:45:40,7.69,,,1,76.6,,,1,-73.7,,,1,7.3,,,1,66,,,1,2.3,,,1,15.18,,,1
08/31/2012 15:00:40,7.59,,,1,75.2,,,1,-71.5,,,1,7.26,,,1,66,,,1,2.3,,,1,14.93,,,1
08/31/2012 15:15:40,7.56,,,1,74.5,,,1,-68.2,,,1,7.2,,,1,66,,,1,1.7,,,1,14.69,,,1
08/31/2012 15:30:40,7.59,,,1,74.5,,,1,-66.7,,,1,7.17,,,1,66,,,1,1.7,,,1,14.55,,,1
08/31/2012 15:45:40,7.62,,,1,74.6,,,1,-65.5,,,1,7.15,,,1,66,,,1,1.7,,,1,14.36,,,1
08/31/2012 16:00:40,7.67,,,1,74.9,,,1,-64.7,,,1,7.14,,,1,66,,,1,1.8,,,1,14.28,,,1
08/31/2012 16:15:40,7.68,,,1,74.8,,,1,-67.3,,,1,7.19,,,1,67,,,1,1.6,,,1,14.19,,,1
08/31/2012 16:30:40,7.66,,,1,74.5,,,1,-64.3,,,1,7.13,,,1,67,,,1,1.8,,,1,14.1,,,1
08/31/2012 16:45:40,7.64,,,1,74.1,,,1,-62.4,,,1,7.1,,,1,67,,,1,1.6,,,1,13.99,,,1
08/31/2012 17:00:40,7.68,,,1,74.3,,,1,-61.6,,,1,7.09,,,1,67,,,1,1.8,,,1,13.88,,,1
08/31/2012 17:15:40,7.7,,,1,74.4,,,1,-60.9,,,1,7.07,,,1,67,,,1,1.7,,,1,13.8,,,1
08/31/2012 17:30:40,7.66,,,1,73.9,,,1,-60.1,,,1,7.06,,,1,67,,,1,2.5,,,1,13.73,,,1
08/31/2012 17:45:40,7.66,,,1,73.8,,,1,-59.9,,,1,7.05,,,1,67,,,1,1.7,,,1,13.65,,,1
08/31/2012 18:00:40,7.69,,,1,74,,,1,-59.5,,,1,7.05,,,1,67,,,1,2.3,,,1,13.57,,,1
08/31/2012 18:15:40,7.7,,,1,73.8,,,1,-59.3,,,1,7.04,,,1,67,,,1,1.4,,,1,13.47,,,1
08/31/2012 18:30:40,7.7,,,1,73.7,,,1,-58.6,,,1,7.03,,,1,67,,,1,2.1,,,1,13.38,,,1
08/31/2012 18:45:40,7.7,,,1,73.5,,,1,-57.7,,,1,7.02,,,1,67,,,1,1.5,,,1,13.25,,,1
08/31/2012 19:00:40,7.71,,,1,73.3,,,1,-57.2,,,1,7,,,1,67,,,1,1.8,,,1,13.07,,,1
08/31/2012 19:15:40,7.74,,,1,73.2,,,1,-56.6,,,1,7,,,1,67,,,1,1.5,,,1,12.87,,,1
08/31/2012 19:30:40,7.74,,,1,72.9,,,1,-55.5,,,1,6.97,,,1,68,,,1,12,,,1,12.66,,,1
08/31/2012 19:45:40,7.78,,,1,72.9,,,1,-55.1,,,1,6.97,,,1,68,,,1,2.3,,,1,12.45,,,1
08/31/2012 20:00:40,7.83,,,1,73.1,,,1,-55.1,,,1,6.97,,,1,68,,,1,2.3,,,1,12.24,,,1
08/31/2012 20:15:40,7.88,,,1,73.2,,,1,-54.7,,,1,6.96,,,1,68,,,1,3.5,,,1,12.04,,,1
08/31/2012 20:30:40,7.93,,,1,73.3,,,1,-54.4,,,1,6.95,,,1,68,,,1,2,,,1,11.86,,,1
08/31/2012 20:45:40,7.96,,,1,73.3,,,1,-54.5,,,1,6.96,,,1,68,,,1,2.1,,,1,11.68,,,1
08/31/2012 21:00:40,8.01,,,1,73.5,,,1,-54.6,,,1,6.96,,,1,68,,,1,1.9,,,1,11.51,,,1
08/31/2012 21:15:40,8.05,,,1,73.6,,,1,-54,,,1,6.95,,,1,68,,,1,2,,,1,11.35,,,1
08/31/2012 21:30:40,8.08,,,1,73.6,,,1,-54.1,,,1,6.95,,,1,68,,,1,2.1,,,1,11.2,,,1
08/31/2012 21:45:40,8.12,,,1,73.7,,,1,-54,,,1,6.95,,,1,68,,,1,2.7,,,1,11.06,,,1
08/31/2012 22:00:40,8.15,,,1,73.7,,,1,-54.1,,,1,6.95,,,1,68,,,1,2.2,,,1,10.92,,,1
08/31/2012 22:15:40,8.18,,,1,73.8,,,1,-54.2,,,1,6.95,,,1,68,,,1,2.1,,,1,10.78,,,1
08/31/2012 22:30:40,8.21,,,1,73.8,,,1,-54.3,,,1,6.95,,,1,68,,,1,2.4,,,1,10.65,,,1
08/31/2012 22:45:40,8.24,,,1,73.9,,,1,-54.9,,,1,6.96,,,1,68,,,1,1.7,,,1,10.54,,,1
08/31/2012 23:00:40,8.27,,,1,74,,,1,-54.6,,,1,6.96,,,1,68,,,1,2,,,1,10.41,,,1
08/31/2012 23:15:40,8.29,,,1,74,,,1,-54.5,,,1,6.96,,,1,68,,,1,2,,,1,10.29,,,1
08/31/2012 23:30:40,8.33,,,1,74.1,,,1,-54.7,,,1,6.96,,,1,68,,,1,2.5,,,1,10.17,,,1
08/31/2012 23:45:40,8.36,,,1,74.1,,,1,-54.9,,,1,6.96,,,1,68,,,1,1.8,,,1,10.06,,,1
09/01/2012 00:00:40,8.39,,,1,74.2,,,1,-55.1,,,1,6.97,,,1,67,,,1,2.1,,,1,9.95,,,1
09/01/2012 00:15:40,8.41,,,1,74.2,,,1,-55.2,,,1,6.97,,,1,67,,,1,2,,,1,9.84,,,1
09/01/2012 00:30:40,8.43,,,1,74.2,,,1,-54.9,,,1,6.96,,,1,67,,,1,2.2,,,1,9.74,,,1
09/01/2012 00:45:40,8.46,,,1,74.3,,,1,-54.9,,,1,6.96,,,1,67,,,1,1.8,,,1,9.64,,,1
09/01/2012 01:00:40,8.48,,,1,74.4,,,1,-54.9,,,1,6.96,,,1,67,,,1,2,,,1,9.55,,,1
09/01/2012 01:15:40,8.5,,,1,74.4,,,1,-54.8,,,1,6.96,,,1,67,,,1,1.7,,,1,9.45,,,1
09/01/2012 01:30:40,8.53,,,1,74.4,,,1,-54.7,,,1,6.96,,,1,67,,,1,1.8,,,1,9.37,,,1
09/01/2012 01:45:40,8.55,,,1,74.4,,,1,-54.5,,,1,6.96,,,1,67,,,1,2.1,,,1,9.28,,,1
09/01/2012 02:00:40,8.57,,,1,74.5,,,1,-54.3,,,1,6.95,,,1,67,,,1,2.3,,,1,9.19,,,1
09/01/2012 02:15:40,8.61,,,1,74.6,,,1,-53.6,,,1,6.94,,,1,67,,,1,1.7,,,1,9.11,,,1
09/01/2012 02:30:40,8.63,,,1,74.7,,,1,-53,,,1,6.93,,,1,67,,,1,1.7,,,1,9.04,,,1
09/01/2012 02:45:40,8.65,,,1,74.8,,,1,-52.6,,,1,6.92,,,1,67,,,1,1.9,,,1,8.98,,,1
09/01/2012 03:00:40,8.67,,,1,74.9,,,1,-52.2,,,1,6.91,,,1,67,,,1,1.9,,,1,8.92,,,1
09/01/2012 03:15:40,8.69,,,1,75,,,1,-51.6,,,1,6.9,,,1,67,,,1,1.7,,,1,8.86,,,1
09/01/2012 03:30:40,8.72,,,1,75,,,1,-51,,,1,6.89,,,1,67,,,1,1.6,,,1,8.8,,,1
09/01/2012 03:45:40,8.73,,,1,75.1,,,1,-50.5,,,1,6.88,,,1,67,,,1,1.5,,,1,8.75,,,1
09/01/2012 04:00:40,8.75,,,1,75.2,,,1,-50.5,,,1,6.88,,,1,66,,,1,1.6,,,1,8.7,,,1
09/01/2012 04:15:40,8.76,,,1,75.2,,,1,-50.3,,,1,6.88,,,1,66,,,1,1.5,,,1,8.65,,,1
09/01/2012 04:30:40,8.77,,,1,75.2,,,1,-49.9,,,1,6.87,,,1,66,,,1,1.8,,,1,8.6,,,1
09/01/2012 04:45:40,8.78,,,1,75.1,,,1,-50.3,,,1,6.88,,,1,67,,,1,1.6,,,1,8.55,,,1
09/01/2012 05:00:40,8.78,,,1,75.1,,,1,-50.5,,,1,6.88,,,1,67,,,1,1.5,,,1,8.51,,,1
09/01/2012 05:15:40,8.8,,,1,75.1,,,1,-50.6,,,1,6.88,,,1,67,,,1,1.9,,,1,8.46,,,1
09/01/2012 05:30:40,8.8,,,1,75.1,,,1,-50.6,,,1,6.88,,,1,67,,,1,1.5,,,1,8.41,,,1
09/01/2012 05:45:40,8.82,,,1,75.2,,,1,-50.6,,,1,6.88,,,1,67,,,1,1.5,,,1,8.36,,,1
09/01/2012 06:00:40,8.84,,,1,75.2,,,1,-50.6,,,1,6.88,,,1,67,,,1,1.6,,,1,8.31,,,1
09/01/2012 06:15:40,8.84,,,1,75.2,,,1,-50.5,,,1,6.88,,,1,67,,,1,1.7,,,1,8.26,,,1
09/01/2012 06:30:40,8.85,,,1,75.1,,,1,-50.7,,,1,6.88,,,1,67,,,1,1.8,,,1,8.21,,,1
09/01/2012 06:45:40,8.88,,,1,75.3,,,1,-50.5,,,1,6.88,,,1,67,,,1,1.4,,,1,8.16,,,1
09/01/2012 07:00:40,8.9,,,1,75.4,,,1,-51,,,1,6.89,,,1,67,,,1,1.8,,,1,8.12,,,1
09/01/2012 07:15:40,8.93,,,1,75.6,,,1,-51,,,1,6.89,,,1,67,,,1,1.7,,,1,8.1,,,1
09/01/2012 07:30:40,8.95,,,1,75.7,,,1,-51.4,,,1,6.9,,,1,67,,,1,1.4,,,1,8.09,,,1
09/01/2012 07:45:40,8.97,,,1,75.9,,,1,-52,,,1,6.91,,,1,67,,,1,1.5,,,1,8.1,,,1
09/01/2012 08:00:40,8.98,,,1,76.1,,,1,-52.1,,,1,6.91,,,1,67,,,1,1.4,,,1,8.13,,,1
09/01/2012 08:15:40,8.99,,,1,76.3,,,1,-52.4,,,1,6.92,,,1,67,,,1,1.4,,,1,8.18,,,1
09/01/2012 08:30:40,9.02,,,1,76.7,,,1,-53,,,1,6.93,,,1,66,,,1,1.4,,,1,8.28,,,1
09/01/2012 08:45:40,9.01,,,1,76.8,,,1,-53.6,,,1,6.94,,,1,66,,,1,1.4,,,1,8.39,,,1
09/01/2012 09:00:40,8.98,,,1,76.7,,,1,-54.5,,,1,6.96,,,1,66,,,1,2.2,,,1,8.49,,,1
09/01/2012 09:15:40,8.95,,,1,76.7,,,1,-54.8,,,1,6.96,,,1,66,,,1,1.4,,,1,8.6,,,1
09/01/2012 09:30:40,8.92,,,1,76.7,,,1,-55.2,,,1,6.97,,,1,66,,,1,1.6,,,1,8.77,,,1
09/01/2012 09:45:40,8.91,,,1,77.1,,,1,-56.2,,,1,6.99,,,1,66,,,1,1.6,,,1,9,,,1
09/01/2012 10:00:40,8.87,,,1,77.5,,,1,-57.2,,,1,7,,,1,66,,,1,1.6,,,1,9.4,,,1
09/01/2012 10:15:40,8.8,,,1,78,,,1,-59.3,,,1,7.04,,,1,66,,,1,1.7,,,1,10.01,,,1
09/01/2012 10:30:40,8.7,,,1,78.4,,,1,-61.5,,,1,7.08,,,1,66,,,1,1.9,,,1,10.71,,,1
09/01/2012 10:45:40,8.58,,,1,78.8,,,1,-64.6,,,1,7.14,,,1,66,,,1,2,,,1,11.53,,,1
09/01/2012 11:00:40,8.45,,,1,78.9,,,1,-67.2,,,1,7.19,,,1,66,,,1,2.1,,,1,12.28,,,1
09/01/2012 11:15:40,8.29,,,1,78.6,,,1,-69.9,,,1,7.23,,,1,66,,,1,1.9,,,1,12.92,,,1
09/01/2012 11:30:40,8.16,,,1,78.2,,,1,-71.7,,,1,7.27,,,1,66,,,1,2,,,1,13.41,,,1
09/01/2012 11:45:40,8.1,,,1,78.3,,,1,-73.2,,,1,7.29,,,1,66,,,1,2.3,,,1,13.86,,,1
